SEMANA;Fecha Envio;PROVEEDOR;Origen;TIENDA;Division;BULTOS;UNIDADES
15;11/4/2026;INTERNO;BODEGA DANILOS;LA VITRINA-SAN ESTEBAN;INTERIOR DETALLE;2.50;388
15;11/4/2026;INTERNO;BODEGA DANILOS;LA VITRINA-SAN ESTEBAN;JUGUETERIA;0.50;75
15;11/4/2026;INTERNO;BODEGA DANILOS;LA VITRINA-SAN ESTEBAN;PASEO;2.00;2
15;11/4/2026;INTERNO;BODEGA DANILOS;LA VITRINA-SAN ESTEBAN;SUPERMERCADO;1.00;120
15;11/4/2026;INTERNO;BODEGA DANILOS;LA VITRINA-TALANGA;HOGAR;1.00;30
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;ACCESORIOS;3.00;59
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;BEBE;1.00;58
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;BELLEZA;3.00;581
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;CALZADO;1.00;6
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;CALZADO PLASTICO;1.00;108
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;CELEBRACIONES;1.00;192
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;CUIDADO PERSONAL;18.00;239
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;DEPORTIVA;1.00;33
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;DS HOGAR;3.00;91
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;DS ROPA;4.00;684
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;HOGAR;8.00;104
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;INTERIOR DETALLE;3.00;616
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;JUGUETERIA;0.50;66
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;PASEO;3.00;3
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;ROPA;0.50;69
15;11/4/2026;INTERNO;BODEGA DANILOS;SAN FRANCISCO-DS;SUPERMERCADO;2.00;264
15;11/4/2026;INTERNO;MEGABODEGA AEC;AEC-CUCUYAGUA;ESCOLAR;1.00;12
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;ACCESORIOS;2.00;124
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;BELLEZA;3.50;270
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;CALZADO;0.50;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;CALZADO PLASTICO;0.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;CUIDADO PERSONAL;19.50;407
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;DEPORTIVA;4.00;51
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;HOGAR;12.00;290
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;INTERIOR DETALLE;1.50;826
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;JUGUETERIA;1.00;107
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;PACER;2.00;114
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;PASEO;1.00;1
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;ROPA;3.50;270
15;11/4/2026;INTERNO;MEGABODEGA AEC;CAMPAMENTO-AEC;TECNOLOGIA;1.00;60
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;ACCESORIOS;4.50;365
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;BELLEZA;5.00;384
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;CALZADO;3.50;78
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;CALZADO PLASTICO;0.50;108
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;CELEBRACIONES;0.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;CUIDADO PERSONAL;47.50;1,377
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;DEPORTIVA;4.33;51
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;ESCOLAR;0.33;20
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;HOGAR;18.00;344
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;INTERIOR DETALLE;3.33;1,771
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;JUGUETERIA;1.00;71
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;PACER;2.00;283
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;PASEO;7.00;10
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;ROPA;5.00;661
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;SUPERMERCADO;1.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;CATACAMAS-AEC;TECNOLOGIA;0.50;90
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;ACCESORIOS;3.33;166
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;BEBE;0.33;73
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;BELLEZA;3.50;303
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;CUIDADO PERSONAL;30.50;596
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;DEPORTIVA;3.50;72
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;HOGAR;3.00;235
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;INTERIOR DETALLE;2.33;1,097
15;11/4/2026;INTERNO;MEGABODEGA AEC;COMAYAGUELA-AEC;ROPA;4.50;583
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;BELLEZA;3.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;CALZADO;2.00;30
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;CUIDADO PERSONAL;37.50;567
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;DEPORTIVA;2.00;8
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;HOGAR;2.00;2
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;PASEO;2.00;4
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #1-AEC;SUPERMERCADO;1.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;ACCESORIOS;4.00;411
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;BEBE;1.00;3
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;BELLEZA;9.00;510
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;CALZADO;3.50;89
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;CALZADO PLASTICO;0.50;85
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;CELEBRACIONES;0.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;CUIDADO PERSONAL;30.00;504
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;DEPORTIVA;4.83;82
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;ESCOLAR;0.33;24
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;GOLOSINAS;1.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;HOGAR;7.50;156
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;INTERIOR DETALLE;1.83;1,111
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;JUGUETERIA;1.00;100
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;PACER;1.00;69
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;PASEO;4.00;7
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;ROPA;5.00;475
15;11/4/2026;INTERNO;MEGABODEGA AEC;DANLI #2-AEC;SUPERMERCADO;1.00;24
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;ACCESORIOS;0.50;90
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;BELLEZA;3.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;CALZADO;7.50;159
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;CELEBRACIONES;0.50;48
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;CUIDADO PERSONAL;10.50;240
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;DEPORTIVA;4.33;72
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;ESCOLAR;0.33;12
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;HOGAR;7.00;138
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;INTERIOR DETALLE;1.33;652
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;PACER;1.00;155
15;11/4/2026;INTERNO;MEGABODEGA AEC;ENTRADA DE COPAN-AEC;ROPA;4.50;646
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;ACCESORIOS;2.00;321
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;CALZADO;3.00;66
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;CALZADO PLASTICO;0.50;138
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;CUIDADO PERSONAL;27.00;563
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;DEPORTIVA;2.50;38
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;HOGAR;12.00;279
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;INTERIOR DETALLE;2.50;1,246
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;JUGUETERIA;2.00;154
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;PACER;1.00;54
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;PASEO;4.00;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;ROPA;2.50;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;GUAIMACA-AEC;TECNOLOGIA;2.00;97
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;ACCESORIOS;2.50;483
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;BEBE;2.00;174
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;BELLEZA;1.50;192
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;CALZADO;3.00;168
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;CELEBRACIONES;1.00;480
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;HOGAR;19.00;511
15;11/4/2026;INTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;ROPA;1.00;30
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;ACCESORIOS;3.00;247
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;BEBE;1.00;3
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;CALZADO;1.50;36
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;CALZADO PLASTICO;1.00;108
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;CUIDADO PERSONAL;28.00;564
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;DEPORTIVA;4.00;36
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;HOGAR;13.00;346
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;INTERIOR DETALLE;1.50;681
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;JUGUETERIA;1.00;79
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;PASEO;2.00;3
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;ROPA;4.00;330
15;11/4/2026;INTERNO;MEGABODEGA AEC;SAN ESTEBAN -AEC;TECNOLOGIA;1.00;96
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;ACCESORIOS;4.50;516
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;BEBE;0.50;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;BELLEZA;8.50;1,054
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CALZADO;7.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CALZADO PLASTICO;1.00;156
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CELEBRACIONES;1.00;480
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CUIDADO PERSONAL;74.00;1,517
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;DEPORTIVA;3.00;133
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;GOLOSINAS;2.00;444
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;HOGAR;24.00;800
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;INTERIOR DETALLE;3.00;1,496
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;JUGUETERIA;0.50;65
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;ROPA;9.00;1,058
15;11/4/2026;INTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;SUPERMERCADO;2.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;BEBE;2.00;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;CUIDADO PERSONAL;8.00;148
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;DEPORTIVA;5.00;186
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;ESCOLAR;2.00;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;HOGAR;39.00;762
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;JUGUETERIA;1.00;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;PASEO;22.00;26
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;ROPA;34.00;3,788
15;11/4/2026;INTERNO;MEGABODEGA AEC;SPS DANDY-AEC;VERANO;1.00;4
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;ACCESORIOS;3.00;238
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;BEBE;1.50;102
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;BELLEZA;4.50;582
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;CALZADO PLASTICO;2.00;90
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;CUIDADO PERSONAL;26.50;673
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;DEPORTIVA;0.50;12
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;ESCOLAR;1.50;42
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;GOLOSINAS;1.00;300
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;HOGAR;8.00;169
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;INTERIOR DETALLE;2.50;1,160
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;JUGUETERIA;1.00;101
15;11/4/2026;INTERNO;MEGABODEGA AEC;TEGUCIGALPA-AEC;ROPA;6.00;473
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;ACCESORIOS;2.50;252
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;BEBE;0.50;6
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;BELLEZA;3.50;84
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;CALZADO;5.00;124
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;CALZADO PLASTICO;0.50;114
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;CELEBRACIONES;0.50;216
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;CUIDADO PERSONAL;38.50;688
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;DEPORTIVA;2.33;78
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;ESCOLAR;0.33;24
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;GOLOSINAS;2.00;516
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;HOGAR;16.50;690
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;INTERIOR DETALLE;0.33;318
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;JUGUETERIA;1.00;64
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;PASEO;2.00;4
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;ROPA;3.50;426
15;11/4/2026;INTERNO;MEGABODEGA AEC;TELA-AEC;SUPERMERCADO;1.00;144
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;ACCESORIOS;1.00;102
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;BEBE;2.00;152
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;CALZADO;5.50;126
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;CALZADO PLASTICO;1.00;60
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;CELEBRACIONES;1.00;312
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;CUIDADO PERSONAL;10.00;116
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;DEPORTIVA;1.50;24
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;HOGAR;7.00;123
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;INTERIOR DETALLE;3.00;1,080
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;JUGUETERIA;1.00;112
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;PASEO;5.00;11
15;11/4/2026;INTERNO;MEGABODEGA AEC;YORO-AEC;ROPA;4.00;301
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;ACCESORIOS;12.00;2,676
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;BEBE;3.00;417
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;BELLEZA;9.50;3,042
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;CALZADO;1.00;84
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;CALZADO PLASTICO;20.00;2,826
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;CELEBRACIONES;4.00;2,628
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;CUIDADO PERSONAL;136.00;1,712
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;DEPORTIVA;7.00;882
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;ESCOLAR;0.50;18
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;HOGAR;76.00;5,714
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;INTERIOR DETALLE;99.00;77,726
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;JUGUETERIA;1.00;24
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;ROPA;41.00;5,256
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS DANDY-AEC;VERANO;1.00;4
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;ACCESORIOS;6.50;882
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;BEBE;1.50;219
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;BELLEZA;3.50;363
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;CALZADO;4.00;217
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;CALZADO PLASTICO;1.00;144
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;CUIDADO PERSONAL;4.00;96
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;HOGAR;30.00;1,602
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;INTERIOR DETALLE;0.50;88
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;JUGUETERIA;1.00;24
16;12/4/2026;EXTERNO;MEGABODEGA AEC;MAYOREO SPS-AEC;ROPA;13.00;858
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;ACCESORIOS;1.50;396
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;BELLEZA;1.50;375
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;CALZADO;13.50;289
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;CALZADO PLASTICO;1.00;132
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;CUIDADO PERSONAL;4.00;111
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;DEPORTIVA;2.50;60
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;ESCOLAR;0.50;113
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;HOGAR;8.00;217
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;INTERIOR DETALLE;4.50;1,644
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;JUGUETERIA;1.00;86
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;PACER;1.00;140
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;PASEO;1.00;1
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;ROPA;10.00;1,058
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SAN PEDRO SULA-AEC;TECNOLOGIA;1.00;216
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;ACCESORIOS;8.17;1,286
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;BEBE;1.50;196
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;BELLEZA;7.17;1,064
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CALZADO;15.00;288
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CALZADO PLASTICO;4.00;336
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CELEBRACIONES;1.00;311
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;CUIDADO PERSONAL;65.00;1,291
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;DEPORTIVA;5.33;76
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;ESCOLAR;1.67;36
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;HOGAR;41.50;1,370
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;INTERIOR DETALLE;10.00;3,608
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;JUGUETERIA;2.50;225
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;PACER;5.00;636
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;PASEO;28.00;34
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;PROMOCION-PRODUCCION;2.00;84
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;ROPA;7.83;902
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;SUPERMERCADO;3.00;360
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;TECNOLOGIA;1.33;103
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SANTA BARBARA-AEC;VERANO;2.00;13
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;ACCESORIOS;17.83;7,829
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;BEBE;2.83;279
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;BELLEZA;27.33;8,009
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;CUIDADO PERSONAL;489.83;10,102
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;DEPORTIVA;1.00;6
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;HOGAR;13.33;459
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;INTERIOR DETALLE;1.83;217
16;12/4/2026;EXTERNO;MEGABODEGA AEC;SPS DANDY-AEC;PASEO;2.00;6
