SEMANA;Date;TIENDA;Division;UNIDADES
17;25/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;PASEO;2
17;25/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;ROPA;62
17;25/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;TECNOLOGIA;4
17;25/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;VERANO;1
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;ACCESORIOS;351
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;BEBE;32
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;BELLEZA;296
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;CALZADO;80
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;CALZADO PLASTICO;53
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;CELEBRACIONES;32
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;CUIDADO PERSONAL;460
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;DEPORTIVA;107
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;ESCOLAR;46
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;GOLOSINAS;21
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;HOGAR;185
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;INTERIOR DETALLE;661
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;JUGUETERIA;34
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;PACER;85
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;PASEO;2
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;PROMOCION-PRODUCCION;11
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;ROPA;549
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;SUPERMERCADO;45
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;TECNOLOGIA;14
17;25/4/2026 00:00;SAN PEDRO SULA-AEC;VERANO;5
17;25/4/2026 00:00;SANTA BARBARA-AEC;ACCESORIOS;329
17;25/4/2026 00:00;SANTA BARBARA-AEC;BEBE;40
17;25/4/2026 00:00;SANTA BARBARA-AEC;BELLEZA;343
17;25/4/2026 00:00;SANTA BARBARA-AEC;CALZADO;61
17;25/4/2026 00:00;SANTA BARBARA-AEC;CALZADO PLASTICO;60
17;25/4/2026 00:00;SANTA BARBARA-AEC;CELEBRACIONES;63
17;25/4/2026 00:00;SANTA BARBARA-AEC;CUIDADO PERSONAL;511
17;25/4/2026 00:00;SANTA BARBARA-AEC;DEPORTIVA;34
17;25/4/2026 00:00;SANTA BARBARA-AEC;ESCOLAR;26
17;25/4/2026 00:00;SANTA BARBARA-AEC;GOLOSINAS;44
17;25/4/2026 00:00;SANTA BARBARA-AEC;HOGAR;310
17;25/4/2026 00:00;SANTA BARBARA-AEC;INTERIOR DETALLE;610
17;25/4/2026 00:00;SANTA BARBARA-AEC;JUGUETERIA;49
17;25/4/2026 00:00;SANTA BARBARA-AEC;MERCADERIA DE CONSUMO;1
17;25/4/2026 00:00;SANTA BARBARA-AEC;PACER;57
17;25/4/2026 00:00;SANTA BARBARA-AEC;PASEO;7
17;25/4/2026 00:00;SANTA BARBARA-AEC;ROPA;326
17;25/4/2026 00:00;SANTA BARBARA-AEC;SUPERMERCADO;76
17;25/4/2026 00:00;SANTA BARBARA-AEC;TECNOLOGIA;16
17;25/4/2026 00:00;SANTA BARBARA-AEC;VERANO;5
17;25/4/2026 00:00;SANTA CRUZ AEC;ACCESORIOS;183
17;25/4/2026 00:00;SANTA CRUZ AEC;BEBE;32
17;25/4/2026 00:00;SANTA CRUZ AEC;BELLEZA;204
17;25/4/2026 00:00;SANTA CRUZ AEC;CALZADO;27
17;25/4/2026 00:00;SANTA CRUZ AEC;CALZADO PLASTICO;43
17;25/4/2026 00:00;SANTA CRUZ AEC;CELEBRACIONES;22
17;25/4/2026 00:00;SANTA CRUZ AEC;CUIDADO PERSONAL;167
17;25/4/2026 00:00;SANTA CRUZ AEC;DEPORTIVA;8
17;25/4/2026 00:00;SANTA CRUZ AEC;ESCOLAR;21
17;25/4/2026 00:00;SANTA CRUZ AEC;GOLOSINAS;27
17;25/4/2026 00:00;SANTA CRUZ AEC;HOGAR;71
17;25/4/2026 00:00;SANTA CRUZ AEC;INTERIOR DETALLE;316
17;25/4/2026 00:00;SANTA CRUZ AEC;JUGUETERIA;20
17;25/4/2026 00:00;SANTA CRUZ AEC;PACER;15
17;25/4/2026 00:00;SANTA CRUZ AEC;PASEO;3
17;25/4/2026 00:00;SANTA CRUZ AEC;PROMOCION-PRODUCCION;3
17;25/4/2026 00:00;SANTA CRUZ AEC;ROPA;130
17;25/4/2026 00:00;SANTA CRUZ AEC;SUPERMERCADO;44
17;25/4/2026 00:00;SANTA CRUZ AEC;TECNOLOGIA;8
17;25/4/2026 00:00;SANTA CRUZ AEC;VERANO;4
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;ACCESORIOS;70
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;BEBE;13
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;BELLEZA;62
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;CALZADO;16
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;CALZADO PLASTICO;9
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;CELEBRACIONES;32
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;CUIDADO PERSONAL;74
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;DEPORTIVA;1
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;DS HOGAR;9
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;DS ROPA;41
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;ESCOLAR;11
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;HOGAR;53
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;INTERIOR DETALLE;69
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;JUGUETERIA;28
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;PASEO;1
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;PROMOCION-PRODUCCION;4
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;ROPA;34
17;25/4/2026 00:00;SANTA RITA, COPAN-DS;TECNOLOGIA;9
17;25/4/2026 00:00;SANTA ROSA-AEC;ACCESORIOS;126
17;25/4/2026 00:00;SANTA ROSA-AEC;BEBE;16
17;25/4/2026 00:00;SANTA ROSA-AEC;BELLEZA;250
17;25/4/2026 00:00;SANTA ROSA-AEC;CALZADO;21
17;25/4/2026 00:00;SANTA ROSA-AEC;CALZADO PLASTICO;25
17;25/4/2026 00:00;SANTA ROSA-AEC;CELEBRACIONES;29
17;25/4/2026 00:00;SANTA ROSA-AEC;CUIDADO PERSONAL;273
17;25/4/2026 00:00;SANTA ROSA-AEC;DEPORTIVA;25
17;25/4/2026 00:00;SANTA ROSA-AEC;ESCOLAR;29
17;25/4/2026 00:00;SANTA ROSA-AEC;GOLOSINAS;18
17;25/4/2026 00:00;SANTA ROSA-AEC;HOGAR;150
17;25/4/2026 00:00;SANTA ROSA-AEC;INTERIOR DETALLE;329
17;25/4/2026 00:00;SANTA ROSA-AEC;JUGUETERIA;24
17;25/4/2026 00:00;SANTA ROSA-AEC;MERCADERIA DE CONSUMO;1
17;25/4/2026 00:00;SANTA ROSA-AEC;PACER;63
17;25/4/2026 00:00;SANTA ROSA-AEC;PASEO;2
17;25/4/2026 00:00;SANTA ROSA-AEC;PROMOCION-PRODUCCION;2
17;25/4/2026 00:00;SANTA ROSA-AEC;ROPA;130
17;25/4/2026 00:00;SANTA ROSA-AEC;SUPERMERCADO;14
17;25/4/2026 00:00;SANTA ROSA-AEC;TECNOLOGIA;11
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;ACCESORIOS;128
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;BEBE;22
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;BELLEZA;147
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;CALZADO;53
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;CALZADO PLASTICO;17
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;CELEBRACIONES;41
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;CUIDADO PERSONAL;145
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;DEPORTIVA;16
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;ESCOLAR;14
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;GOLOSINAS;26
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;HOGAR;45
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;INTERIOR DETALLE;182
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;JUGUETERIA;21
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;PACER;37
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;PASEO;4
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;PROMOCION-PRODUCCION;4
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;ROPA;164
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;SUPERMERCADO;24
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;TECNOLOGIA;4
17;25/4/2026 00:00;SIGUATEPEQUE-AEC;VERANO;2
17;25/4/2026 00:00;SONAGUERA-AEC;ACCESORIOS;125
17;25/4/2026 00:00;SONAGUERA-AEC;BEBE;14
17;25/4/2026 00:00;SONAGUERA-AEC;BELLEZA;54
17;25/4/2026 00:00;SONAGUERA-AEC;CALZADO;18
17;25/4/2026 00:00;SONAGUERA-AEC;CALZADO PLASTICO;24
17;25/4/2026 00:00;SONAGUERA-AEC;CELEBRACIONES;13
17;25/4/2026 00:00;SONAGUERA-AEC;CUIDADO PERSONAL;121
17;25/4/2026 00:00;SONAGUERA-AEC;DEPORTIVA;19
17;25/4/2026 00:00;SONAGUERA-AEC;ESCOLAR;10
17;25/4/2026 00:00;SONAGUERA-AEC;GOLOSINAS;37
17;25/4/2026 00:00;SONAGUERA-AEC;HOGAR;59
17;25/4/2026 00:00;SONAGUERA-AEC;INTERIOR DETALLE;228
17;25/4/2026 00:00;SONAGUERA-AEC;JUGUETERIA;28
17;25/4/2026 00:00;SONAGUERA-AEC;PACER;12
17;25/4/2026 00:00;SONAGUERA-AEC;PASEO;2
17;25/4/2026 00:00;SONAGUERA-AEC;PROMOCION-PRODUCCION;2
17;25/4/2026 00:00;SONAGUERA-AEC;ROPA;74
17;25/4/2026 00:00;SONAGUERA-AEC;SUPERMERCADO;19
17;25/4/2026 00:00;SONAGUERA-AEC;TECNOLOGIA;7
17;25/4/2026 00:00;SONAGUERA-AEC;VERANO;4
17;25/4/2026 00:00;SONAGUERA-DS;ACCESORIOS;39
17;25/4/2026 00:00;SONAGUERA-DS;BELLEZA;21
17;25/4/2026 00:00;SONAGUERA-DS;CUIDADO PERSONAL;15
17;25/4/2026 00:00;SONAGUERA-DS;DS HOGAR;14
17;25/4/2026 00:00;SONAGUERA-DS;DS INTERIOR;4
17;25/4/2026 00:00;SONAGUERA-DS;DS ROPA;95
17;25/4/2026 00:00;SONAGUERA-DS;HOGAR;4
17;25/4/2026 00:00;SONAGUERA-DS;INTERIOR DETALLE;40
17;25/4/2026 00:00;SPS DANDY-AEC;ACCESORIOS;127
17;25/4/2026 00:00;SPS DANDY-AEC;BELLEZA;67
17;25/4/2026 00:00;SPS DANDY-AEC;CALZADO;32
17;25/4/2026 00:00;SPS DANDY-AEC;CALZADO PLASTICO;16
17;25/4/2026 00:00;SPS DANDY-AEC;CELEBRACIONES;7
17;25/4/2026 00:00;SPS DANDY-AEC;CUIDADO PERSONAL;76
17;25/4/2026 00:00;SPS DANDY-AEC;DEPORTIVA;8
17;25/4/2026 00:00;SPS DANDY-AEC;ESCOLAR;18
17;25/4/2026 00:00;SPS DANDY-AEC;GOLOSINAS;3
17;25/4/2026 00:00;SPS DANDY-AEC;HOGAR;56
17;25/4/2026 00:00;SPS DANDY-AEC;INTERIOR DETALLE;182
17;25/4/2026 00:00;SPS DANDY-AEC;JUGUETERIA;4
17;25/4/2026 00:00;SPS DANDY-AEC;PACER;13
17;25/4/2026 00:00;SPS DANDY-AEC;PASEO;1
17;25/4/2026 00:00;SPS DANDY-AEC;PROMOCION-PRODUCCION;1
17;25/4/2026 00:00;SPS DANDY-AEC;ROPA;140
17;25/4/2026 00:00;SPS DANDY-AEC;SUPERMERCADO;8
17;25/4/2026 00:00;SPS DANDY-AEC;TECNOLOGIA;3
17;25/4/2026 00:00;SPS TERMINAL-AEC;ACCESORIOS;233
17;25/4/2026 00:00;SPS TERMINAL-AEC;BEBE;33
17;25/4/2026 00:00;SPS TERMINAL-AEC;BELLEZA;268
17;25/4/2026 00:00;SPS TERMINAL-AEC;CALZADO;63
17;25/4/2026 00:00;SPS TERMINAL-AEC;CALZADO PLASTICO;43
17;25/4/2026 00:00;SPS TERMINAL-AEC;CELEBRACIONES;58
17;25/4/2026 00:00;SPS TERMINAL-AEC;CUIDADO PERSONAL;364
17;25/4/2026 00:00;SPS TERMINAL-AEC;DEPORTIVA;25
17;25/4/2026 00:00;SPS TERMINAL-AEC;ESCOLAR;25
17;25/4/2026 00:00;SPS TERMINAL-AEC;GOLOSINAS;7
17;25/4/2026 00:00;SPS TERMINAL-AEC;HOGAR;185
17;25/4/2026 00:00;SPS TERMINAL-AEC;INTERIOR DETALLE;582
17;25/4/2026 00:00;SPS TERMINAL-AEC;JUGUETERIA;21
17;25/4/2026 00:00;SPS TERMINAL-AEC;MERCADERIA DE CONSUMO;1
17;25/4/2026 00:00;SPS TERMINAL-AEC;PACER;64
17;25/4/2026 00:00;SPS TERMINAL-AEC;PASEO;2
17;25/4/2026 00:00;SPS TERMINAL-AEC;PROMOCION-PRODUCCION;7
17;25/4/2026 00:00;SPS TERMINAL-AEC;ROPA;306
17;25/4/2026 00:00;SPS TERMINAL-AEC;SUPERMERCADO;17
17;25/4/2026 00:00;SPS TERMINAL-AEC;TECNOLOGIA;13
17;25/4/2026 00:00;SPS TERMINAL-AEC;VERANO;3
17;25/4/2026 00:00;TALANGA AEC;ACCESORIOS;311
17;25/4/2026 00:00;TALANGA AEC;BEBE;66
17;25/4/2026 00:00;TALANGA AEC;BELLEZA;327
17;25/4/2026 00:00;TALANGA AEC;CALZADO;54
17;25/4/2026 00:00;TALANGA AEC;CALZADO PLASTICO;40
17;25/4/2026 00:00;TALANGA AEC;CELEBRACIONES;47
17;25/4/2026 00:00;TALANGA AEC;CUIDADO PERSONAL;372
17;25/4/2026 00:00;TALANGA AEC;DEPORTIVA;32
17;25/4/2026 00:00;TALANGA AEC;ESCOLAR;24
17;25/4/2026 00:00;TALANGA AEC;GOLOSINAS;35
17;25/4/2026 00:00;TALANGA AEC;HOGAR;192
17;25/4/2026 00:00;TALANGA AEC;INTERIOR DETALLE;501
17;25/4/2026 00:00;TALANGA AEC;JUGUETERIA;34
17;25/4/2026 00:00;TALANGA AEC;PACER;28
17;25/4/2026 00:00;TALANGA AEC;PASEO;6
17;25/4/2026 00:00;TALANGA AEC;PROMOCION-PRODUCCION;1
17;25/4/2026 00:00;TALANGA AEC;ROPA;211
17;25/4/2026 00:00;TALANGA AEC;SUPERMERCADO;51
17;25/4/2026 00:00;TALANGA AEC;TECNOLOGIA;15
17;25/4/2026 00:00;TALANGA AEC;VERANO;1
17;25/4/2026 00:00;TEGUCIGALPA AEC;ACCESORIOS;172
17;25/4/2026 00:00;TEGUCIGALPA AEC;BEBE;15
17;25/4/2026 00:00;TEGUCIGALPA AEC;BELLEZA;315
17;25/4/2026 00:00;TEGUCIGALPA AEC;CALZADO;34
17;25/4/2026 00:00;TEGUCIGALPA AEC;CALZADO PLASTICO;17
17;25/4/2026 00:00;TEGUCIGALPA AEC;CELEBRACIONES;23
17;25/4/2026 00:00;TEGUCIGALPA AEC;CUIDADO PERSONAL;220
17;25/4/2026 00:00;TEGUCIGALPA AEC;DEPORTIVA;14
17;25/4/2026 00:00;TEGUCIGALPA AEC;ESCOLAR;21
17;25/4/2026 00:00;TEGUCIGALPA AEC;GOLOSINAS;25
17;25/4/2026 00:00;TEGUCIGALPA AEC;HOGAR;93
17;25/4/2026 00:00;TEGUCIGALPA AEC;INTERIOR DETALLE;289
17;25/4/2026 00:00;TEGUCIGALPA AEC;JUGUETERIA;31
17;25/4/2026 00:00;TEGUCIGALPA AEC;PACER;13
17;25/4/2026 00:00;TEGUCIGALPA AEC;PROMOCION-PRODUCCION;6
17;25/4/2026 00:00;TEGUCIGALPA AEC;ROPA;157
17;25/4/2026 00:00;TEGUCIGALPA AEC;SUPERMERCADO;18
17;25/4/2026 00:00;TEGUCIGALPA AEC;TECNOLOGIA;9
17;25/4/2026 00:00;TEGUCIGALPA AEC;VERANO;3
17;25/4/2026 00:00;TELA-AEC;ACCESORIOS;172
17;25/4/2026 00:00;TELA-AEC;BEBE;20
17;25/4/2026 00:00;TELA-AEC;BELLEZA;170
17;25/4/2026 00:00;TELA-AEC;CALZADO;33
17;25/4/2026 00:00;TELA-AEC;CALZADO PLASTICO;25
17;25/4/2026 00:00;TELA-AEC;CELEBRACIONES;29
17;25/4/2026 00:00;TELA-AEC;CUIDADO PERSONAL;270
17;25/4/2026 00:00;TELA-AEC;DEPORTIVA;24
17;25/4/2026 00:00;TELA-AEC;ESCOLAR;30
17;25/4/2026 00:00;TELA-AEC;GOLOSINAS;37
17;25/4/2026 00:00;TELA-AEC;HOGAR;125
17;25/4/2026 00:00;TELA-AEC;INTERIOR DETALLE;288
17;25/4/2026 00:00;TELA-AEC;JUGUETERIA;27
17;25/4/2026 00:00;TELA-AEC;PACER;37
17;25/4/2026 00:00;TELA-AEC;PASEO;9
17;25/4/2026 00:00;TELA-AEC;PROMOCION-PRODUCCION;7
17;25/4/2026 00:00;TELA-AEC;ROPA;155
17;25/4/2026 00:00;TELA-AEC;SUPERMERCADO;25
17;25/4/2026 00:00;TELA-AEC;TECNOLOGIA;11
17;25/4/2026 00:00;TELA-AEC;VERANO;3
17;25/4/2026 00:00;YORO-AEC;ACCESORIOS;231
17;25/4/2026 00:00;YORO-AEC;BEBE;22
17;25/4/2026 00:00;YORO-AEC;BELLEZA;227
17;25/4/2026 00:00;YORO-AEC;CALZADO;73
17;25/4/2026 00:00;YORO-AEC;CALZADO PLASTICO;38
17;25/4/2026 00:00;YORO-AEC;CELEBRACIONES;38
17;25/4/2026 00:00;YORO-AEC;CUIDADO PERSONAL;272
17;25/4/2026 00:00;YORO-AEC;DEPORTIVA;20
17;25/4/2026 00:00;YORO-AEC;ESCOLAR;39
17;25/4/2026 00:00;YORO-AEC;GOLOSINAS;87
17;25/4/2026 00:00;YORO-AEC;HOGAR;105
17;25/4/2026 00:00;YORO-AEC;INTERIOR DETALLE;439
17;25/4/2026 00:00;YORO-AEC;JUGUETERIA;27
17;25/4/2026 00:00;YORO-AEC;MERCADERIA DE CONSUMO;6
17;25/4/2026 00:00;YORO-AEC;PACER;31
17;25/4/2026 00:00;YORO-AEC;PASEO;2
17;25/4/2026 00:00;YORO-AEC;PROMOCION-PRODUCCION;10
17;25/4/2026 00:00;YORO-AEC;ROPA;226
17;25/4/2026 00:00;YORO-AEC;SUPERMERCADO;27
17;25/4/2026 00:00;YORO-AEC;TECNOLOGIA;13
17;25/4/2026 00:00;YORO-AEC;VERANO;5
17;25/4/2026 00:00;YORO-DS;ACCESORIOS;62
17;25/4/2026 00:00;YORO-DS;BEBE;5
17;25/4/2026 00:00;YORO-DS;BELLEZA;40
17;25/4/2026 00:00;YORO-DS;CALZADO;10
17;25/4/2026 00:00;YORO-DS;CALZADO PLASTICO;11
17;25/4/2026 00:00;YORO-DS;CELEBRACIONES;10
17;25/4/2026 00:00;YORO-DS;CUIDADO PERSONAL;79
17;25/4/2026 00:00;YORO-DS;DEPORTIVA;7
17;25/4/2026 00:00;YORO-DS;DS HOGAR;25
17;25/4/2026 00:00;YORO-DS;DS INTERIOR;1
17;25/4/2026 00:00;YORO-DS;DS ROPA;92
17;25/4/2026 00:00;YORO-DS;ESCOLAR;7
17;25/4/2026 00:00;YORO-DS;HOGAR;63
17;25/4/2026 00:00;YORO-DS;INTERIOR DETALLE;100
17;25/4/2026 00:00;YORO-DS;JUGUETERIA;12
17;25/4/2026 00:00;YORO-DS;MERCADERIA DE CONSUMO;1
17;25/4/2026 00:00;YORO-DS;PROMOCION-PRODUCCION;4
17;25/4/2026 00:00;YORO-DS;ROPA;24
17;25/4/2026 00:00;YORO-DS;SUPERMERCADO;14
17;25/4/2026 00:00;YORO-DS;TECNOLOGIA;7
18;26/4/2026 00:00;AEC TOCOA MAYOREO;CALZADO PLASTICO;18
18;26/4/2026 00:00;AEC TOCOA MAYOREO;CUIDADO PERSONAL;12
18;26/4/2026 00:00;AEC TOCOA MAYOREO;HOGAR;8
18;26/4/2026 00:00;AEC TOCOA MAYOREO;INTERIOR DETALLE;102
18;26/4/2026 00:00;AEC-CUCUYAGUA;ACCESORIOS;104
18;26/4/2026 00:00;AEC-CUCUYAGUA;BEBE;17
18;26/4/2026 00:00;AEC-CUCUYAGUA;BELLEZA;126
18;26/4/2026 00:00;AEC-CUCUYAGUA;CALZADO;24
18;26/4/2026 00:00;AEC-CUCUYAGUA;CALZADO PLASTICO;9
18;26/4/2026 00:00;AEC-CUCUYAGUA;CELEBRACIONES;44
18;26/4/2026 00:00;AEC-CUCUYAGUA;CUIDADO PERSONAL;104
18;26/4/2026 00:00;AEC-CUCUYAGUA;DEPORTIVA;7
18;26/4/2026 00:00;AEC-CUCUYAGUA;ESCOLAR;9
18;26/4/2026 00:00;AEC-CUCUYAGUA;GOLOSINAS;5
18;26/4/2026 00:00;AEC-CUCUYAGUA;HOGAR;47
18;26/4/2026 00:00;AEC-CUCUYAGUA;INTERIOR DETALLE;119
18;26/4/2026 00:00;AEC-CUCUYAGUA;JUGUETERIA;13
18;26/4/2026 00:00;AEC-CUCUYAGUA;PACER;4
18;26/4/2026 00:00;AEC-CUCUYAGUA;PASEO;1
18;26/4/2026 00:00;AEC-CUCUYAGUA;ROPA;74
18;26/4/2026 00:00;AEC-CUCUYAGUA;SUPERMERCADO;9
18;26/4/2026 00:00;AEC-CUCUYAGUA;TECNOLOGIA;7
18;26/4/2026 00:00;AEC-CUCUYAGUA;VERANO;1
18;26/4/2026 00:00;AEC-TOCOA #1;ACCESORIOS;193
18;26/4/2026 00:00;AEC-TOCOA #1;BEBE;24
18;26/4/2026 00:00;AEC-TOCOA #1;BELLEZA;193
18;26/4/2026 00:00;AEC-TOCOA #1;CALZADO;47
18;26/4/2026 00:00;AEC-TOCOA #1;CALZADO PLASTICO;27
18;26/4/2026 00:00;AEC-TOCOA #1;CELEBRACIONES;45
18;26/4/2026 00:00;AEC-TOCOA #1;CUIDADO PERSONAL;203
18;26/4/2026 00:00;AEC-TOCOA #1;DEPORTIVA;29
18;26/4/2026 00:00;AEC-TOCOA #1;ESCOLAR;32
18;26/4/2026 00:00;AEC-TOCOA #1;GOLOSINAS;26
18;26/4/2026 00:00;AEC-TOCOA #1;HOGAR;89
18;26/4/2026 00:00;AEC-TOCOA #1;INTERIOR DETALLE;256
18;26/4/2026 00:00;AEC-TOCOA #1;JUGUETERIA;19
18;26/4/2026 00:00;AEC-TOCOA #1;PACER;19
18;26/4/2026 00:00;AEC-TOCOA #1;PASEO;2
18;26/4/2026 00:00;AEC-TOCOA #1;PROMOCION-PRODUCCION;1
18;26/4/2026 00:00;AEC-TOCOA #1;ROPA;139
18;26/4/2026 00:00;AEC-TOCOA #1;SUPERMERCADO;11
18;26/4/2026 00:00;AEC-TOCOA #1;TECNOLOGIA;15
18;26/4/2026 00:00;AEC-TOCOA #1;VERANO;3
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ACCESORIOS;31
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;BEBE;6
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;BELLEZA;31
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CALZADO;6
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CALZADO PLASTICO;15
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CELEBRACIONES;8
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CUIDADO PERSONAL;79
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DEPORTIVA;7
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS HOGAR;8
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS INTERIOR;7
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS ROPA;118
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ESCOLAR;16
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;GOLOSINAS;20
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;HOGAR;34
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;INTERIOR DETALLE;116
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;JUGUETERIA;9
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;PASEO;2
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;PROMOCION-PRODUCCION;5
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ROPA;18
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;SUPERMERCADO;13
18;26/4/2026 00:00;CAMPAMENTO OLANCHO-DS;TECNOLOGIA;1
18;26/4/2026 00:00;CAMPAMENTO-AEC;ACCESORIOS;55
18;26/4/2026 00:00;CAMPAMENTO-AEC;BEBE;6
18;26/4/2026 00:00;CAMPAMENTO-AEC;BELLEZA;47
18;26/4/2026 00:00;CAMPAMENTO-AEC;CALZADO;11
18;26/4/2026 00:00;CAMPAMENTO-AEC;CALZADO PLASTICO;9
18;26/4/2026 00:00;CAMPAMENTO-AEC;CELEBRACIONES;7
18;26/4/2026 00:00;CAMPAMENTO-AEC;CUIDADO PERSONAL;60
18;26/4/2026 00:00;CAMPAMENTO-AEC;DEPORTIVA;2
18;26/4/2026 00:00;CAMPAMENTO-AEC;ESCOLAR;4
18;26/4/2026 00:00;CAMPAMENTO-AEC;GOLOSINAS;1
18;26/4/2026 00:00;CAMPAMENTO-AEC;HOGAR;33
18;26/4/2026 00:00;CAMPAMENTO-AEC;INTERIOR DETALLE;51
18;26/4/2026 00:00;CAMPAMENTO-AEC;JUGUETERIA;10
18;26/4/2026 00:00;CAMPAMENTO-AEC;MERCADERIA DE CONSUMO;3
18;26/4/2026 00:00;CAMPAMENTO-AEC;PACER;3
18;26/4/2026 00:00;CAMPAMENTO-AEC;PROMOCION-PRODUCCION;5
18;26/4/2026 00:00;CAMPAMENTO-AEC;ROPA;29
18;26/4/2026 00:00;CAMPAMENTO-AEC;SUPERMERCADO;12
18;26/4/2026 00:00;CAMPAMENTO-AEC;TECNOLOGIA;8
18;26/4/2026 00:00;CATACAMAS-AEC;ACCESORIOS;132
18;26/4/2026 00:00;CATACAMAS-AEC;BEBE;30
18;26/4/2026 00:00;CATACAMAS-AEC;BELLEZA;104
18;26/4/2026 00:00;CATACAMAS-AEC;CALZADO;29
18;26/4/2026 00:00;CATACAMAS-AEC;CALZADO PLASTICO;29
18;26/4/2026 00:00;CATACAMAS-AEC;CELEBRACIONES;17
18;26/4/2026 00:00;CATACAMAS-AEC;CUIDADO PERSONAL;188
18;26/4/2026 00:00;CATACAMAS-AEC;DEPORTIVA;27
18;26/4/2026 00:00;CATACAMAS-AEC;ESCOLAR;29
