SEMANA;Date;TIENDA;Division;UNIDADES
14;1/4/2026 00:00;AEC TOCOA MAYOREO;BELLEZA;12
14;1/4/2026 00:00;AEC TOCOA MAYOREO;CUIDADO PERSONAL;30
14;1/4/2026 00:00;AEC TOCOA MAYOREO;HOGAR;27
14;1/4/2026 00:00;AEC TOCOA MAYOREO;INTERIOR DETALLE;388
14;1/4/2026 00:00;AEC TOCOA MAYOREO;VERANO;9
14;1/4/2026 00:00;AEC-CUCUYAGUA;ACCESORIOS;215
14;1/4/2026 00:00;AEC-CUCUYAGUA;BEBE;9
14;1/4/2026 00:00;AEC-CUCUYAGUA;BELLEZA;186
14;1/4/2026 00:00;AEC-CUCUYAGUA;CALZADO;44
14;1/4/2026 00:00;AEC-CUCUYAGUA;CALZADO PLASTICO;33
14;1/4/2026 00:00;AEC-CUCUYAGUA;CELEBRACIONES;18
14;1/4/2026 00:00;AEC-CUCUYAGUA;CUIDADO PERSONAL;178
14;1/4/2026 00:00;AEC-CUCUYAGUA;DEPORTIVA;10
14;1/4/2026 00:00;AEC-CUCUYAGUA;ESCOLAR;7
14;1/4/2026 00:00;AEC-CUCUYAGUA;GOLOSINAS;24
14;1/4/2026 00:00;AEC-CUCUYAGUA;HOGAR;172
14;1/4/2026 00:00;AEC-CUCUYAGUA;INTERIOR DETALLE;243
14;1/4/2026 00:00;AEC-CUCUYAGUA;JUGUETERIA;28
14;1/4/2026 00:00;AEC-CUCUYAGUA;PACER;16
14;1/4/2026 00:00;AEC-CUCUYAGUA;PASEO;2
14;1/4/2026 00:00;AEC-CUCUYAGUA;PROMOCION-PRODUCCION;1
14;1/4/2026 00:00;AEC-CUCUYAGUA;ROPA;176
14;1/4/2026 00:00;AEC-CUCUYAGUA;SUPERMERCADO;24
14;1/4/2026 00:00;AEC-CUCUYAGUA;TECNOLOGIA;7
14;1/4/2026 00:00;AEC-CUCUYAGUA;VERANO;19
14;1/4/2026 00:00;AEC-TOCOA #1;ACCESORIOS;310
14;1/4/2026 00:00;AEC-TOCOA #1;BEBE;16
14;1/4/2026 00:00;AEC-TOCOA #1;BELLEZA;307
14;1/4/2026 00:00;AEC-TOCOA #1;CALZADO;29
14;1/4/2026 00:00;AEC-TOCOA #1;CALZADO PLASTICO;33
14;1/4/2026 00:00;AEC-TOCOA #1;CELEBRACIONES;15
14;1/4/2026 00:00;AEC-TOCOA #1;CUIDADO PERSONAL;246
14;1/4/2026 00:00;AEC-TOCOA #1;DEPORTIVA;15
14;1/4/2026 00:00;AEC-TOCOA #1;ESCOLAR;19
14;1/4/2026 00:00;AEC-TOCOA #1;GOLOSINAS;11
14;1/4/2026 00:00;AEC-TOCOA #1;HOGAR;130
14;1/4/2026 00:00;AEC-TOCOA #1;INTERIOR DETALLE;295
14;1/4/2026 00:00;AEC-TOCOA #1;JUGUETERIA;15
14;1/4/2026 00:00;AEC-TOCOA #1;PACER;14
14;1/4/2026 00:00;AEC-TOCOA #1;PASEO;5
14;1/4/2026 00:00;AEC-TOCOA #1;PROMOCION-PRODUCCION;3
14;1/4/2026 00:00;AEC-TOCOA #1;ROPA;244
14;1/4/2026 00:00;AEC-TOCOA #1;SUPERMERCADO;29
14;1/4/2026 00:00;AEC-TOCOA #1;TECNOLOGIA;14
14;1/4/2026 00:00;AEC-TOCOA #1;VERANO;21
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ACCESORIOS;123
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;BEBE;7
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;BELLEZA;100
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CALZADO;19
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CALZADO PLASTICO;41
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CELEBRACIONES;9
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;CUIDADO PERSONAL;215
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DEPORTIVA;14
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS HOGAR;52
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS INTERIOR;3
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;DS ROPA;191
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ESCOLAR;11
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;GOLOSINAS;24
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;HOGAR;92
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;INTERIOR DETALLE;253
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;JUGUETERIA;21
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;PASEO;2
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;PROMOCION-PRODUCCION;12
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;ROPA;67
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;SUPERMERCADO;27
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;TECNOLOGIA;9
14;1/4/2026 00:00;CAMPAMENTO OLANCHO-DS;VERANO;28
14;1/4/2026 00:00;CAMPAMENTO-AEC;ACCESORIOS;122
14;1/4/2026 00:00;CAMPAMENTO-AEC;BEBE;8
14;1/4/2026 00:00;CAMPAMENTO-AEC;BELLEZA;121
14;1/4/2026 00:00;CAMPAMENTO-AEC;CALZADO;17
14;1/4/2026 00:00;CAMPAMENTO-AEC;CALZADO PLASTICO;35
14;1/4/2026 00:00;CAMPAMENTO-AEC;CELEBRACIONES;9
14;1/4/2026 00:00;CAMPAMENTO-AEC;CUIDADO PERSONAL;142
14;1/4/2026 00:00;CAMPAMENTO-AEC;DEPORTIVA;12
14;1/4/2026 00:00;CAMPAMENTO-AEC;ESCOLAR;6
14;1/4/2026 00:00;CAMPAMENTO-AEC;GOLOSINAS;15
14;1/4/2026 00:00;CAMPAMENTO-AEC;HOGAR;78
14;1/4/2026 00:00;CAMPAMENTO-AEC;INTERIOR DETALLE;152
14;1/4/2026 00:00;CAMPAMENTO-AEC;JUGUETERIA;10
14;1/4/2026 00:00;CAMPAMENTO-AEC;PACER;9
14;1/4/2026 00:00;CAMPAMENTO-AEC;PASEO;1
14;1/4/2026 00:00;CAMPAMENTO-AEC;ROPA;123
14;1/4/2026 00:00;CAMPAMENTO-AEC;SUPERMERCADO;24
14;1/4/2026 00:00;CAMPAMENTO-AEC;TECNOLOGIA;5
14;1/4/2026 00:00;CAMPAMENTO-AEC;VERANO;20
14;1/4/2026 00:00;CATACAMAS-AEC;ACCESORIOS;240
14;1/4/2026 00:00;CATACAMAS-AEC;BEBE;32
14;1/4/2026 00:00;CATACAMAS-AEC;BELLEZA;170
14;1/4/2026 00:00;CATACAMAS-AEC;CALZADO;33
14;1/4/2026 00:00;CATACAMAS-AEC;CALZADO PLASTICO;64
14;1/4/2026 00:00;CATACAMAS-AEC;CELEBRACIONES;9
14;1/4/2026 00:00;CATACAMAS-AEC;CUIDADO PERSONAL;391
14;1/4/2026 00:00;CATACAMAS-AEC;DEPORTIVA;15
14;1/4/2026 00:00;CATACAMAS-AEC;ESCOLAR;25
14;1/4/2026 00:00;CATACAMAS-AEC;GOLOSINAS;60
14;1/4/2026 00:00;CATACAMAS-AEC;HOGAR;124
14;1/4/2026 00:00;CATACAMAS-AEC;INTERIOR DETALLE;411
14;1/4/2026 00:00;CATACAMAS-AEC;JUGUETERIA;16
14;1/4/2026 00:00;CATACAMAS-AEC;PACER;99
14;1/4/2026 00:00;CATACAMAS-AEC;PASEO;4
14;1/4/2026 00:00;CATACAMAS-AEC;PROMOCION-PRODUCCION;5
14;1/4/2026 00:00;CATACAMAS-AEC;ROPA;192
14;1/4/2026 00:00;CATACAMAS-AEC;SUPERMERCADO;56
14;1/4/2026 00:00;CATACAMAS-AEC;TECNOLOGIA;9
14;1/4/2026 00:00;CATACAMAS-AEC;VERANO;15
14;1/4/2026 00:00;CATACAMAS-DS;ACCESORIOS;57
14;1/4/2026 00:00;CATACAMAS-DS;BEBE;10
14;1/4/2026 00:00;CATACAMAS-DS;BELLEZA;49
14;1/4/2026 00:00;CATACAMAS-DS;CALZADO;10
14;1/4/2026 00:00;CATACAMAS-DS;CALZADO PLASTICO;26
14;1/4/2026 00:00;CATACAMAS-DS;CELEBRACIONES;1
14;1/4/2026 00:00;CATACAMAS-DS;CUIDADO PERSONAL;130
14;1/4/2026 00:00;CATACAMAS-DS;DEPORTIVA;5
14;1/4/2026 00:00;CATACAMAS-DS;DS HOGAR;18
14;1/4/2026 00:00;CATACAMAS-DS;DS INTERIOR;4
14;1/4/2026 00:00;CATACAMAS-DS;DS ROPA;54
14;1/4/2026 00:00;CATACAMAS-DS;ESCOLAR;5
14;1/4/2026 00:00;CATACAMAS-DS;HOGAR;53
14;1/4/2026 00:00;CATACAMAS-DS;INTERIOR DETALLE;135
14;1/4/2026 00:00;CATACAMAS-DS;JUGUETERIA;12
14;1/4/2026 00:00;CATACAMAS-DS;PROMOCION-PRODUCCION;5
14;1/4/2026 00:00;CATACAMAS-DS;ROPA;26
14;1/4/2026 00:00;CATACAMAS-DS;TECNOLOGIA;14
14;1/4/2026 00:00;CATACAMAS-DS;VERANO;17
14;1/4/2026 00:00;CATACAMAS-DS;XXXNO USARXXXDANILOS STORE;1
14;1/4/2026 00:00;CHOLUTECA-AEC;ACCESORIOS;287
14;1/4/2026 00:00;CHOLUTECA-AEC;BEBE;14
14;1/4/2026 00:00;CHOLUTECA-AEC;BELLEZA;273
14;1/4/2026 00:00;CHOLUTECA-AEC;CALZADO;77
14;1/4/2026 00:00;CHOLUTECA-AEC;CALZADO PLASTICO;58
14;1/4/2026 00:00;CHOLUTECA-AEC;CELEBRACIONES;35
14;1/4/2026 00:00;CHOLUTECA-AEC;CUIDADO PERSONAL;349
14;1/4/2026 00:00;CHOLUTECA-AEC;DEPORTIVA;21
14;1/4/2026 00:00;CHOLUTECA-AEC;ESCOLAR;22
14;1/4/2026 00:00;CHOLUTECA-AEC;GOLOSINAS;38
14;1/4/2026 00:00;CHOLUTECA-AEC;HOGAR;132
14;1/4/2026 00:00;CHOLUTECA-AEC;INTERIOR DETALLE;420
14;1/4/2026 00:00;CHOLUTECA-AEC;JUGUETERIA;23
14;1/4/2026 00:00;CHOLUTECA-AEC;PACER;122
14;1/4/2026 00:00;CHOLUTECA-AEC;PASEO;4
14;1/4/2026 00:00;CHOLUTECA-AEC;PROMOCION-PRODUCCION;12
14;1/4/2026 00:00;CHOLUTECA-AEC;ROPA;335
14;1/4/2026 00:00;CHOLUTECA-AEC;SUPERMERCADO;25
14;1/4/2026 00:00;CHOLUTECA-AEC;TECNOLOGIA;12
14;1/4/2026 00:00;CHOLUTECA-AEC;VERANO;26
14;1/4/2026 00:00;COMAYAGUA-AEC;ACCESORIOS;167
14;1/4/2026 00:00;COMAYAGUA-AEC;BEBE;24
14;1/4/2026 00:00;COMAYAGUA-AEC;BELLEZA;152
14;1/4/2026 00:00;COMAYAGUA-AEC;CALZADO;33
14;1/4/2026 00:00;COMAYAGUA-AEC;CALZADO PLASTICO;51
14;1/4/2026 00:00;COMAYAGUA-AEC;CELEBRACIONES;25
14;1/4/2026 00:00;COMAYAGUA-AEC;CUIDADO PERSONAL;266
14;1/4/2026 00:00;COMAYAGUA-AEC;DEPORTIVA;25
14;1/4/2026 00:00;COMAYAGUA-AEC;ESCOLAR;22
14;1/4/2026 00:00;COMAYAGUA-AEC;GOLOSINAS;14
14;1/4/2026 00:00;COMAYAGUA-AEC;HOGAR;78
14;1/4/2026 00:00;COMAYAGUA-AEC;INTERIOR DETALLE;473
14;1/4/2026 00:00;COMAYAGUA-AEC;JUGUETERIA;25
14;1/4/2026 00:00;COMAYAGUA-AEC;PACER;54
14;1/4/2026 00:00;COMAYAGUA-AEC;PASEO;2
14;1/4/2026 00:00;COMAYAGUA-AEC;PROMOCION-PRODUCCION;8
14;1/4/2026 00:00;COMAYAGUA-AEC;ROPA;234
14;1/4/2026 00:00;COMAYAGUA-AEC;SUPERMERCADO;10
14;1/4/2026 00:00;COMAYAGUA-AEC;TECNOLOGIA;9
14;1/4/2026 00:00;COMAYAGUA-AEC;VERANO;8
14;1/4/2026 00:00;COMAYAGUELA-AEC;ACCESORIOS;125
14;1/4/2026 00:00;COMAYAGUELA-AEC;BEBE;4
14;1/4/2026 00:00;COMAYAGUELA-AEC;BELLEZA;163
14;1/4/2026 00:00;COMAYAGUELA-AEC;CALZADO;28
14;1/4/2026 00:00;COMAYAGUELA-AEC;CALZADO PLASTICO;22
14;1/4/2026 00:00;COMAYAGUELA-AEC;CELEBRACIONES;12
14;1/4/2026 00:00;COMAYAGUELA-AEC;CUIDADO PERSONAL;158
14;1/4/2026 00:00;COMAYAGUELA-AEC;DEPORTIVA;11
14;1/4/2026 00:00;COMAYAGUELA-AEC;ESCOLAR;16
14;1/4/2026 00:00;COMAYAGUELA-AEC;GOLOSINAS;7
14;1/4/2026 00:00;COMAYAGUELA-AEC;HOGAR;40
14;1/4/2026 00:00;COMAYAGUELA-AEC;INTERIOR DETALLE;177
14;1/4/2026 00:00;COMAYAGUELA-AEC;JUGUETERIA;17
14;1/4/2026 00:00;COMAYAGUELA-AEC;PROMOCION-PRODUCCION;3
14;1/4/2026 00:00;COMAYAGUELA-AEC;ROPA;129
14;1/4/2026 00:00;COMAYAGUELA-AEC;SUPERMERCADO;16
14;1/4/2026 00:00;COMAYAGUELA-AEC;TECNOLOGIA;4
14;1/4/2026 00:00;COMAYAGUELA-AEC;VERANO;18
14;1/4/2026 00:00;CUCUYAGUA-DS;ACCESORIOS;110
14;1/4/2026 00:00;CUCUYAGUA-DS;BEBE;12
14;1/4/2026 00:00;CUCUYAGUA-DS;BELLEZA;102
14;1/4/2026 00:00;CUCUYAGUA-DS;CALZADO;14
14;1/4/2026 00:00;CUCUYAGUA-DS;CALZADO PLASTICO;32
14;1/4/2026 00:00;CUCUYAGUA-DS;CELEBRACIONES;5
14;1/4/2026 00:00;CUCUYAGUA-DS;CUIDADO PERSONAL;135
14;1/4/2026 00:00;CUCUYAGUA-DS;DAÑADO EN PROMOCION;1
14;1/4/2026 00:00;CUCUYAGUA-DS;DEPORTIVA;7
14;1/4/2026 00:00;CUCUYAGUA-DS;DS HOGAR;29
14;1/4/2026 00:00;CUCUYAGUA-DS;DS INTERIOR;1
14;1/4/2026 00:00;CUCUYAGUA-DS;DS ROPA;141
14;1/4/2026 00:00;CUCUYAGUA-DS;DS VERANO;3
14;1/4/2026 00:00;CUCUYAGUA-DS;ESCOLAR;9
14;1/4/2026 00:00;CUCUYAGUA-DS;GOLOSINAS;14
14;1/4/2026 00:00;CUCUYAGUA-DS;HOGAR;60
14;1/4/2026 00:00;CUCUYAGUA-DS;INTERIOR DETALLE;193
14;1/4/2026 00:00;CUCUYAGUA-DS;JUGUETERIA;9
14;1/4/2026 00:00;CUCUYAGUA-DS;PROMOCION-PRODUCCION;7
14;1/4/2026 00:00;CUCUYAGUA-DS;ROPA;74
14;1/4/2026 00:00;CUCUYAGUA-DS;SUPERMERCADO;28
14;1/4/2026 00:00;CUCUYAGUA-DS;TECNOLOGIA;3
14;1/4/2026 00:00;CUCUYAGUA-DS;VERANO;9
14;1/4/2026 00:00;CUCUYAGUA-DS;XXXNO USARXXXDANILOS STORE;3
14;1/4/2026 00:00;DANLI #1-AEC;ACCESORIOS;218
14;1/4/2026 00:00;DANLI #1-AEC;BEBE;22
14;1/4/2026 00:00;DANLI #1-AEC;BELLEZA;205
14;1/4/2026 00:00;DANLI #1-AEC;CALZADO;35
14;1/4/2026 00:00;DANLI #1-AEC;CALZADO PLASTICO;52
14;1/4/2026 00:00;DANLI #1-AEC;CELEBRACIONES;15
14;1/4/2026 00:00;DANLI #1-AEC;CUIDADO PERSONAL;277
14;1/4/2026 00:00;DANLI #1-AEC;DEPORTIVA;23
14;1/4/2026 00:00;DANLI #1-AEC;ESCOLAR;19
14;1/4/2026 00:00;DANLI #1-AEC;GOLOSINAS;7
14;1/4/2026 00:00;DANLI #1-AEC;HOGAR;85
14;1/4/2026 00:00;DANLI #1-AEC;INTERIOR DETALLE;410
14;1/4/2026 00:00;DANLI #1-AEC;JUGUETERIA;22
14;1/4/2026 00:00;DANLI #1-AEC;PACER;28
14;1/4/2026 00:00;DANLI #1-AEC;PASEO;3
14;1/4/2026 00:00;DANLI #1-AEC;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;DANLI #1-AEC;ROPA;180
14;1/4/2026 00:00;DANLI #1-AEC;SUPERMERCADO;42
14;1/4/2026 00:00;DANLI #1-AEC;TECNOLOGIA;11
14;1/4/2026 00:00;DANLI #1-AEC;VERANO;27
14;1/4/2026 00:00;DANLI #2-AEC;ACCESORIOS;200
14;1/4/2026 00:00;DANLI #2-AEC;BEBE;18
14;1/4/2026 00:00;DANLI #2-AEC;BELLEZA;100
14;1/4/2026 00:00;DANLI #2-AEC;CALZADO;41
14;1/4/2026 00:00;DANLI #2-AEC;CALZADO PLASTICO;47
14;1/4/2026 00:00;DANLI #2-AEC;CELEBRACIONES;9
14;1/4/2026 00:00;DANLI #2-AEC;CUIDADO PERSONAL;203
14;1/4/2026 00:00;DANLI #2-AEC;DEPORTIVA;10
14;1/4/2026 00:00;DANLI #2-AEC;ESCOLAR;7
14;1/4/2026 00:00;DANLI #2-AEC;GOLOSINAS;19
14;1/4/2026 00:00;DANLI #2-AEC;HOGAR;64
14;1/4/2026 00:00;DANLI #2-AEC;INTERIOR DETALLE;287
14;1/4/2026 00:00;DANLI #2-AEC;JUGUETERIA;18
14;1/4/2026 00:00;DANLI #2-AEC;PACER;34
14;1/4/2026 00:00;DANLI #2-AEC;PASEO;1
14;1/4/2026 00:00;DANLI #2-AEC;PROMOCION-PRODUCCION;17
14;1/4/2026 00:00;DANLI #2-AEC;ROPA;148
14;1/4/2026 00:00;DANLI #2-AEC;SUPERMERCADO;17
14;1/4/2026 00:00;DANLI #2-AEC;TECNOLOGIA;4
14;1/4/2026 00:00;DANLI #2-AEC;VERANO;21
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;ACCESORIOS;85
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;BELLEZA;83
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;CALZADO;1
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;CALZADO PLASTICO;35
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;CELEBRACIONES;6
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;CUIDADO PERSONAL;286
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;ESCOLAR;15
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;HOGAR;68
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;INTERIOR DETALLE;278
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;TECNOLOGIA;3
14;1/4/2026 00:00;DE TODO PARA TODOS-AEC;VERANO;4
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;ACCESORIOS;45
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;BEBE;5
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;BELLEZA;89
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;CALZADO;7
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;CALZADO PLASTICO;31
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;CELEBRACIONES;4
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;CUIDADO PERSONAL;121
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;DEPORTIVA;3
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;DS HOGAR;10
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;DS ROPA;22
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;DS VERANO;1
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;ESCOLAR;13
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;HOGAR;48
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;INTERIOR DETALLE;108
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;JUGUETERIA;4
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;MERCADERIA DE CONSUMO;1
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;PASEO;1
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;ROPA;14
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;SUPERMERCADO;1
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;TECNOLOGIA;5
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;VERANO;22
14;1/4/2026 00:00;EL NEGRITO, YORO-DS;XXXNO USARXXXDANILOS STORE;2
14;1/4/2026 00:00;EL PARAISO AEC;ACCESORIOS;191
14;1/4/2026 00:00;EL PARAISO AEC;BEBE;16
14;1/4/2026 00:00;EL PARAISO AEC;BELLEZA;137
14;1/4/2026 00:00;EL PARAISO AEC;CALZADO;22
14;1/4/2026 00:00;EL PARAISO AEC;CALZADO PLASTICO;53
14;1/4/2026 00:00;EL PARAISO AEC;CELEBRACIONES;22
14;1/4/2026 00:00;EL PARAISO AEC;CUIDADO PERSONAL;291
14;1/4/2026 00:00;EL PARAISO AEC;DEPORTIVA;14
14;1/4/2026 00:00;EL PARAISO AEC;ESCOLAR;26
14;1/4/2026 00:00;EL PARAISO AEC;GOLOSINAS;41
14;1/4/2026 00:00;EL PARAISO AEC;HOGAR;104
14;1/4/2026 00:00;EL PARAISO AEC;INTERIOR DETALLE;306
14;1/4/2026 00:00;EL PARAISO AEC;JUGUETERIA;16
14;1/4/2026 00:00;EL PARAISO AEC;PACER;11
14;1/4/2026 00:00;EL PARAISO AEC;PROMOCION-PRODUCCION;3
14;1/4/2026 00:00;EL PARAISO AEC;ROPA;145
14;1/4/2026 00:00;EL PARAISO AEC;SUPERMERCADO;31
14;1/4/2026 00:00;EL PARAISO AEC;TECNOLOGIA;17
14;1/4/2026 00:00;EL PARAISO AEC;VERANO;15
14;1/4/2026 00:00;ENTRADA COPAN-AEC;ACCESORIOS;294
14;1/4/2026 00:00;ENTRADA COPAN-AEC;BEBE;29
14;1/4/2026 00:00;ENTRADA COPAN-AEC;BELLEZA;212
14;1/4/2026 00:00;ENTRADA COPAN-AEC;CALZADO;66
14;1/4/2026 00:00;ENTRADA COPAN-AEC;CALZADO PLASTICO;55
14;1/4/2026 00:00;ENTRADA COPAN-AEC;CELEBRACIONES;38
14;1/4/2026 00:00;ENTRADA COPAN-AEC;CUIDADO PERSONAL;333
14;1/4/2026 00:00;ENTRADA COPAN-AEC;DEPORTIVA;21
14;1/4/2026 00:00;ENTRADA COPAN-AEC;ESCOLAR;12
14;1/4/2026 00:00;ENTRADA COPAN-AEC;GOLOSINAS;38
14;1/4/2026 00:00;ENTRADA COPAN-AEC;HOGAR;92
14;1/4/2026 00:00;ENTRADA COPAN-AEC;INTERIOR DETALLE;424
14;1/4/2026 00:00;ENTRADA COPAN-AEC;JUGUETERIA;13
14;1/4/2026 00:00;ENTRADA COPAN-AEC;PACER;62
14;1/4/2026 00:00;ENTRADA COPAN-AEC;PASEO;2
14;1/4/2026 00:00;ENTRADA COPAN-AEC;PROMOCION-PRODUCCION;1
14;1/4/2026 00:00;ENTRADA COPAN-AEC;ROPA;208
14;1/4/2026 00:00;ENTRADA COPAN-AEC;SUPERMERCADO;71
14;1/4/2026 00:00;ENTRADA COPAN-AEC;TECNOLOGIA;12
14;1/4/2026 00:00;ENTRADA COPAN-AEC;VERANO;27
14;1/4/2026 00:00;GRACIAS  #1-AEC;ACCESORIOS;161
14;1/4/2026 00:00;GRACIAS  #1-AEC;BEBE;13
14;1/4/2026 00:00;GRACIAS  #1-AEC;BELLEZA;121
14;1/4/2026 00:00;GRACIAS  #1-AEC;CALZADO;56
14;1/4/2026 00:00;GRACIAS  #1-AEC;CALZADO PLASTICO;39
14;1/4/2026 00:00;GRACIAS  #1-AEC;CELEBRACIONES;25
14;1/4/2026 00:00;GRACIAS  #1-AEC;CUIDADO PERSONAL;196
14;1/4/2026 00:00;GRACIAS  #1-AEC;DEPORTIVA;13
14;1/4/2026 00:00;GRACIAS  #1-AEC;ESCOLAR;12
14;1/4/2026 00:00;GRACIAS  #1-AEC;GOLOSINAS;31
14;1/4/2026 00:00;GRACIAS  #1-AEC;HOGAR;101
14;1/4/2026 00:00;GRACIAS  #1-AEC;INTERIOR DETALLE;285
14;1/4/2026 00:00;GRACIAS  #1-AEC;JUGUETERIA;13
14;1/4/2026 00:00;GRACIAS  #1-AEC;PACER;31
14;1/4/2026 00:00;GRACIAS  #1-AEC;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;GRACIAS  #1-AEC;ROPA;164
14;1/4/2026 00:00;GRACIAS  #1-AEC;SUPERMERCADO;45
14;1/4/2026 00:00;GRACIAS  #1-AEC;TECNOLOGIA;5
14;1/4/2026 00:00;GRACIAS  #1-AEC;VERANO;18
14;1/4/2026 00:00;GRACIAS #2-AEC;ACCESORIOS;141
14;1/4/2026 00:00;GRACIAS #2-AEC;BEBE;22
14;1/4/2026 00:00;GRACIAS #2-AEC;BELLEZA;37
14;1/4/2026 00:00;GRACIAS #2-AEC;CALZADO;30
14;1/4/2026 00:00;GRACIAS #2-AEC;CALZADO PLASTICO;28
14;1/4/2026 00:00;GRACIAS #2-AEC;CELEBRACIONES;26
14;1/4/2026 00:00;GRACIAS #2-AEC;CUIDADO PERSONAL;185
14;1/4/2026 00:00;GRACIAS #2-AEC;DEPORTIVA;11
14;1/4/2026 00:00;GRACIAS #2-AEC;ESCOLAR;8
14;1/4/2026 00:00;GRACIAS #2-AEC;GOLOSINAS;23
14;1/4/2026 00:00;GRACIAS #2-AEC;HOGAR;78
14;1/4/2026 00:00;GRACIAS #2-AEC;INTERIOR DETALLE;171
14;1/4/2026 00:00;GRACIAS #2-AEC;JUGUETERIA;15
14;1/4/2026 00:00;GRACIAS #2-AEC;PACER;23
14;1/4/2026 00:00;GRACIAS #2-AEC;PASEO;3
14;1/4/2026 00:00;GRACIAS #2-AEC;ROPA;120
14;1/4/2026 00:00;GRACIAS #2-AEC;SUPERMERCADO;13
14;1/4/2026 00:00;GRACIAS #2-AEC;TECNOLOGIA;3
14;1/4/2026 00:00;GRACIAS #2-AEC;VERANO;14
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;ACCESORIOS;52
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;BEBE;3
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;BELLEZA;40
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;CALZADO;11
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;CALZADO PLASTICO;11
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;CELEBRACIONES;4
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;CUIDADO PERSONAL;11
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;DEPORTIVA;7
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;DS HOGAR;58
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;DS INTERIOR;8
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;DS ROPA;141
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;DS VERANO;1
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;ESCOLAR;4
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;HOGAR;10
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;INTERIOR DETALLE;153
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;JUGUETERIA;6
